popularity,title,artist,year,decade,original_vocal,categories,social_singing,version,vibe_tag,theme_tag,theme_labels,songID
4,All Night Long,Rainbow,1979,70s,,"Rock, Pop Rock, Classic Rock, Hard Rock, Heavy Metal",,,,,,All Night LongRainbow
4,All That Jazz,Chicago All Stars,2003,2000s,Female,"Musical Theatre, Show Tune, Soundtrack",,,,,,All That JazzChicago All Stars
4,All That She Wants,Ace of Base,1993,90s,Female,"Pop, Dance-Pop, Electronic, Ska, Reggae",,,,,,All That She WantsAce of Base
4,Almost Cut My Hair,"Crosby, Stills, Nash & Young",1970,70s,Male,"Rock, Pop Rock, Folk Rock, Country Rock, Folk Pop",,,,,,"Almost Cut My HairCrosby, Stills, Nash & Young"
4,Alone I Break,Korn,2002,2000s,Male,"Rock, Hard Rock, Heavy Metal, Metal, Alternative Metal, Alternative Rock",,,,,,Alone I BreakKorn
4,Always,Bon Jovi,1994,90s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Glam Metal",,,"Power Ballad, Dad Rock",,,AlwaysBon Jovi
4,Anaconda,Nicki Minaj,2014,2010s,Female,"Pop, R&B, Hip-Hop, Pop Rap, Electronic",,,,,,AnacondaNicki Minaj
4,Anarchy in the UK,The Sex Pistols,1991,90s,Male,"Punk, Punk Rock",,,,,,Anarchy in the UKThe Sex Pistols
4,Andy (I Can't Live Without You),Ashley McBryde,2018,2010s,Female,"Country, Contemporary Country, Country Pop, Country Rock",,,,,,Andy (I Can't Live Without You)Ashley McBryde
4,Animal,Pearl Jam,1993,90s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock",,,,,,AnimalPearl Jam
4,Anxiety,Megan Thee Stallion,2022,2020s,Female,"Hip-Hop, Pop Rap, Trap",,,,,,AnxietyMegan Thee Stallion
4,As Long as You Love Me,Backstreet Boys,1996,90s,Male,"Pop, Dance-Pop, Teen Pop",,,Boy Band,,,As Long as You Love MeBackstreet Boys
4,Aserej,Las Ketchup,2002,2000s,Female,Pop,,,Guilty Pleasure,,,AserejLas Ketchup
4,Ashes to Ashes,David Bowie,1989,80s,Male,"Rock, Pop Rock, Classic Rock, Alternative Rock",,,,,,Ashes to AshesDavid Bowie
4,At Seventeen,Janis Ian,1975,70s,Female,"Pop, Folk, Singer-Songwriter, Classic Rock",,,,,,At SeventeenJanis Ian
4,Babe,Styx,1979,70s,Male,"Rock, Soft Rock, Classic Rock, Hard Rock",,,Dad Rock,,,BabeStyx
4,Babe I'm Gonna Leave You,Led Zeppelin,1969,60s,Male,"Blues, Folk, Classic Rock, Hard Rock",,,,,,Babe I'm Gonna Leave YouLed Zeppelin
4,Baby's Gotten Good at Goodbye,George Strait,1989,80s,Male,"Country, Country Pop",,,,,,Baby's Gotten Good at GoodbyeGeorge Strait
4,Back to December,Taylor Swift,2010,2010s,Female,"Pop, Dance-Pop, Pop Rock, Country",,,,,,Back to DecemberTaylor Swift
4,Back When,Tim McGraw,2004,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Back WhenTim McGraw
4,Bad Medicine,Bon Jovi,1992,90s,Male,"Pop, Pop Rock, Hard Rock, Blues Rock, Alternative Rock",,,Dad Rock,,,Bad MedicineBon Jovi
4,Bandages,Hot Hot Heat,2002,2000s,Male,"Rock, Alternative Rock, Indie Rock, Garage Rock, Punk",,,,,,BandagesHot Hot Heat
4,Barely Breathing,Duncan Sheik,1996,90s,Male,"Pop, Pop Rock, Soft Rock, Alternative Rock",,,,,,Barely BreathingDuncan Sheik
4,Be Like That,3 Doors Down,2000,2000s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock, Alternative Metal",,,Dad Rock,,,Be Like That3 Doors Down
4,Bell Bottom Blues,Derek & The Dominos,1970,70s,Male,"Pop, Adult Contemporary, Classic Rock, Hard Rock",,,,,,Bell Bottom BluesDerek & The Dominos
4,Best Night Ever,Gloriana,2013,2010s,,"Country, Country Pop",,with vocals,,,,Best Night EverGloriana
4,Best of Both Worlds,Hannah Montana,2006,2000s,Female,"Pop, Teen Pop, Pop Rock, Country, Country Pop",,,,,,Best of Both WorldsHannah Montana
4,Better Things to Do,Terri Clark,1995,90s,Female,Country,,,,,,Better Things to DoTerri Clark
4,Beverly Hills,Weezer,2005,2000s,Male,"Rock, Pop Rock, Alternative Rock, Indie Rock",,,,,,Beverly HillsWeezer
4,Big Energy,Latto,2021,2020s,Female,"Hip-Hop, Trap",,,,,,Big EnergyLatto
4,Big Yellow Taxi,Counting Crows ft. Vanessa Carlton,2002,2000s,Male,Pop,,,,,,Big Yellow TaxiCounting Crows ft. Vanessa Carlton
4,Birthday,Katy Perry,2013,2010s,Female,"Pop, Dance-Pop",,,,,,BirthdayKaty Perry
4,Bizarre Love Triangle,New Order,1986,80s,Male,"Pop, Indie Rock, New Wave, Electronic",,,,,,Bizarre Love TriangleNew Order
4,Blame (feat. John Newman),Calvin Harris,2014,2010s,Male,"Pop, Dance-Pop, Electronic, EDM",,,,,,Blame (feat. John Newman)Calvin Harris
4,Blood and Roses,The Smithereens,1986,80s,Male,"Rock, Pop Rock, Alternative Rock, Indie Rock",,,,,,Blood and RosesThe Smithereens
4,Blue Moon of Kentucky,Elvis Presley,1960,60s,Male,"Pop, Pop Rock, Country, Rock & Roll",,,,,,Blue Moon of KentuckyElvis Presley
4,Blue Velvet,Bobby Vinton,1987,80s,Male,"Pop, Adult Contemporary",,,,,,Blue VelvetBobby Vinton
4,Bonfire,Craig Morgan,2008,2000s,Male,"Country, Contemporary Country",,,,,,BonfireCraig Morgan
4,"Boom, Boom, Boom, Boom",John Lee Hooker,1992,90s,Male,"Blues, Blues Rock",,,,,,"Boom, Boom, Boom, BoomJohn Lee Hooker"
4,Boom Clap,Charli XCX,2014,2010s,Female,"Pop, Dance-Pop, Electropop, Synth-Pop, Hyperpop, Electronic",,,,,,Boom ClapCharli XCX
4,Boots On,Randy Houser,2008,2000s,Male,"Country, Contemporary Country, Modern Country, Country Pop, Rock",,,,,,Boots OnRandy Houser
4,Born to Be Blue,The Judds,1990,90s,Female,Country,,,,,,Born to Be BlueThe Judds
4,Break It to Me Gently,Juice Newton,1982,80s,Female,"Pop, Country",,,,,,Break It to Me GentlyJuice Newton
4,Breaking the Girl,Red Hot Chili Peppers,1991,90s,Male,"Rock, Alternative Rock, Heavy Metal",,,,,,Breaking the GirlRed Hot Chili Peppers
4,Bringing Out the Elvis,Faith Hill,1999,90s,Female,"Country, Country Pop, Adult Contemporary",,,,,,Bringing Out the ElvisFaith Hill
4,Bubble Toes,Jack Johnson,2002,2000s,Male,"Pop, Indie Pop, Folk, Singer-Songwriter, Rock",,,,,,Bubble ToesJack Johnson
4,Burnin' Up (feat. 2 Chainz),Jessie J,2014,2010s,Female,,,,,,,Burnin' Up (feat. 2 Chainz)Jessie J
4,Burning Bright,Shinedown,2003,2000s,Male,"Rock, Hard Rock, Post-Grunge, Alternative Rock, Metal",,,,,,Burning BrightShinedown
4,Business,Eminem,2002,2000s,Male,"Hip-Hop, Pop Rap, Trap",,,,,,BusinessEminem
4,Butterfly Kisses,Bob Carlisle,1995,90s,Male,"Pop, Adult Contemporary, Country, Rock, Christian",,,,,,Butterfly KissesBob Carlisle
4,Calling Dr. Love,Kiss,1986,80s,Male,"Rock, Classic Rock, Hard Rock, Heavy Metal",,,,,,Calling Dr. LoveKiss
4,Calm After the Storm,The Common Linnets,2014,2010s,,,,,,,,Calm After the StormThe Common Linnets
4,Can't Hold Us Down,Christina Aguilera,2003,2000s,Female,"Pop, Dance-Pop, Electropop, Teen Pop, Rock",,,,,,Can't Hold Us DownChristina Aguilera
4,Can't Stop Loving You,Tom Jones,1970,70s,Male,"Pop, Adult Contemporary, Soul, Rock",,,,,,Can't Stop Loving YouTom Jones
4,Castles Made of Sand,Jimi Hendrix,1978,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Psychedelic Rock",,,,,,Castles Made of SandJimi Hendrix
23,Shout,Tears for Fears,1984,80s,Male,"Pop, Pop Rock, New Wave, Electronic",Group Songs,,,,,ShoutTears for Fears
4,Centuries,Fall Out Boy,2014,2010s,Male,"Pop, Electropop, Pop Rock, Pop Punk, Emo, Alternative Rock",,,,,,CenturiesFall Out Boy
4,Children of the Grave,Black Sabbath,1971,70s,Male,"Rock, Classic Rock, Hard Rock, Heavy Metal, Metal",,,,,,Children of the GraveBlack Sabbath
4,Coconut,Harry Nilsson,1992,90s,Male,"Pop, Singer-Songwriter",,,,,,CoconutHarry Nilsson
4,Cold One,Eric Church,2014,2010s,Male,"Country, Contemporary Country, Modern Country, Country Rock",,,,,,Cold OneEric Church
4,Come Fly With Me,Frank Sinatra,1973,70s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,,,Come Fly With MeFrank Sinatra
4,Come Get It Bae,Pharrell Williams feat. Miley Cyrus,2014,2010s,Male,,,Explicit,,,,Come Get It BaePharrell Williams feat. Miley Cyrus
4,Come Together,Aerosmith,1978,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Glam Metal",,,,,,Come TogetherAerosmith
4,Comeback,Ella Eyre,2014,2010s,Female,"Pop, Contemporary R&B",,,,,,ComebackElla Eyre
4,Common People,Pulp,1994,90s,Male,"Pop, Indie Pop, Alternative Rock, Indie Rock",,,,,,Common PeoplePulp
4,"Confessions, Part II",Usher,2004,2000s,Male,"Pop, Dance-Pop, R&B, Hip-Hop, Pop Rap, Trap",,,,,,"Confessions, Part IIUsher"
4,Country Ass Shit,Morgan Wallen,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,Country Ass ShitMorgan Wallen
4,Cowboys Like Us,George Strait,2003,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,Cowboys Like UsGeorge Strait
4,Crawling in the Dark,Hoobastank,2001,2000s,Male,"Rock, Pop Rock, Alternative Rock",,,,,,Crawling in the DarkHoobastank
4,Crazy,Gretchen Wilson,2013,2010s,Female,Country,,with vocals,,,,CrazyGretchen Wilson
4,Crazy for This Girl,Evan and Jaron,2000,2000s,Male,Pop,,,,,,Crazy for This GirlEvan and Jaron
4,Crazy Love,Van Morrison,1970,70s,Male,"Pop, Folk, Singer-Songwriter, Classic Rock",,,,,,Crazy LoveVan Morrison
4,Crazy Stupid Love,Cheryl Cole feat. Tinie Tempah,2014,2010s,,,,,,,,Crazy Stupid LoveCheryl Cole feat. Tinie Tempah
4,Creepin 'In,Norah Jones & Dolly Parton,2004,2000s,Female,"Country, Country Pop, Indie Pop, Folk",,,,,,Creepin 'InNorah Jones & Dolly Parton
4,Criminal,Eminem,2000,2000s,Male,"Hip-Hop, Pop Rap",,,,,,CriminalEminem
4,Daddy's Hands,Holly Dunn,1986,80s,Female,Country,,,,,,Daddy's HandsHolly Dunn
4,Dangerous Love,Fuse ODG feat. Sean Paul,2014,2010s,Male,"Pop, Dance-Pop, Electropop, Hip-Hop, Reggae",,,,,,Dangerous LoveFuse ODG feat. Sean Paul
4,Dare (La La La),Shakira,2014,2010s,Female,"Latin, Latin Pop",,,,,,Dare (La La La)Shakira
4,"December, 1963 (Oh, What a Night)",Frankie Valli,1991,90s,Male,,,,,,,"December, 1963 (Oh, What a Night)Frankie Valli"
4,Detroit Rock City,Kiss,1987,80s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Alternative Metal",,,Dad Rock,,,Detroit Rock CityKiss
4,Diamonds on the Soles of Her Shoes,Paul Simon,1986,80s,Male,"Pop, Pop Rock, Folk, Singer-Songwriter",,,,,,Diamonds on the Soles of Her ShoesPaul Simon
4,Dirty Laundry,Carrie Underwood,2015,2010s,Female,"Country, Contemporary Country, Country Pop, Country Rock, Soft Rock",,,,,,Dirty LaundryCarrie Underwood
4,Disposable Teens,Marilyn Manson,2001,2000s,Male,"Rock, Alternative Rock, Industrial Rock, Metal, Alternative Metal",,,,,,Disposable TeensMarilyn Manson
4,Do Right,Jimmie's Chicken Shack,1999,90s,Male,"Rock, Post-Grunge, Alternative Rock",,,,,,Do RightJimmie's Chicken Shack
4,Do Ya Think I'm Sexy?,Rod Stewart,1981,80s,Male,"Pop, Pop Rock, Adult Contemporary, Blues Rock",,,,,,Do Ya Think I'm Sexy?Rod Stewart
4,Do You Remember,Jay Sean,2009,2000s,Male,"Pop, Dance-Pop, Electropop, R&B, Hip-Hop",,,,,,Do You RememberJay Sean
4,Doctor Jones,Aqua,1997,90s,Female,"Pop, Dance-Pop, Electronic, Dance",,,,,,Doctor JonesAqua
4,Donald Trump,Mac Miller,2011,2010s,Male,Hip-Hop,,,,,,Donald TrumpMac Miller
4,Don't Change,INXS,1982,80s,Male,"Rock, Pop Rock, Alternative Rock, New Wave",,,,,,Don't ChangeINXS
4,Don't Worry Baby,The Beach Boys,1964,60s,Male,"Pop, Classic Rock",,,,,,Don't Worry BabyThe Beach Boys
4,Doo Wop (That Thing),Lauryn Hill,1998,90s,Female,"R&B, Contemporary R&B, Hip-Hop",,,,,,Doo Wop (That Thing)Lauryn Hill
4,Down at the Twist and Shout,Mary Chapin Carpenter,1990,90s,Female,"Country, Americana, Folk, Rock",,,,,,Down at the Twist and ShoutMary Chapin Carpenter
4,Dream Lover,Bobby Darin,1989,80s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz, Folk",,,,,,Dream LoverBobby Darin
4,Drinkin' and Dreamin',Waylon Jennings,1985,80s,Male,"Country, Country Rock, Americana, Outlaw Country, Folk",,,,,,Drinkin' and Dreamin'Waylon Jennings
4,Drinking Alone,Carrie Underwood,2018,2010s,Female,"Country, Contemporary Country, Country Pop",,,,,,Drinking AloneCarrie Underwood
4,Drunk and Incapable (feat. Melissa Steel & Beenie Man),Krishane,2014,2010s,,,,,,,,Drunk and Incapable (feat. Melissa Steel & Beenie Man)Krishane
4,"Dude, I Totally Miss You",Tenacious D,2004,2000s,Male,"Comedy, Novelty",,,,,,"Dude, I Totally Miss YouTenacious D"
4,E,Matt Mason,2013,2010s,Male,Country,,,,,,EMatt Mason
4,Earache My Eye,Cheech & Chong,2014,2010s,Male,,,,,,,Earache My EyeCheech & Chong
4,eBay,"""Weird Al"" Yankovic",2003,2000s,Male,"Comedy, Novelty",,,,,,"eBay""Weird Al"" Yankovic"
4,Ebony Eyes,Bob Welch,1977,70s,Male,Rock,,,,,,Ebony EyesBob Welch
4,eez‐eh,Kasabian,2014,2010s,,"Rock, Alternative Rock, Indie Rock",,,,,,eez‐ehKasabian
4,Empire,Queensrÿche,1990,90s,Male,"Metal, Heavy Metal",,,,,,EmpireQueensrÿche
4,Even the Man in the Moon Is Crying,Mark Collie,1993,90s,Male,Country,,,,,,Even the Man in the Moon Is CryingMark Collie
4,Every Little Thing She Does Is Magic,The Police,1981,80s,Male,"Rock, Pop Rock, Classic Rock, Alternative Rock",,,,,,Every Little Thing She Does Is MagicThe Police
4,Every Time I Close My Eyes,Babyface,2001,2000s,Male,"Soul, Contemporary R&B, New Jack Swing",,,,,,Every Time I Close My EyesBabyface
4,Everybody's Got Somebody but Me,Hunter Hayes ft. Jason Mraz,2011,2010s,Male,Country,,,,,,Everybody's Got Somebody but MeHunter Hayes ft. Jason Mraz
4,Everything That Glitters (Is Not Gold),Dan Seals,1985,80s,Male,Country,,,,,,Everything That Glitters (Is Not Gold)Dan Seals
4,Everything You Want,Vertical Horizon,1999,90s,Male,"Rock, Alternative Rock, Pop",,,,,,Everything You WantVertical Horizon
4,Everytime,Britney Spears,2003,2000s,Female,"Pop, Dance-Pop, Electropop, Teen Pop, Pop Rock",,,,,,EverytimeBritney Spears
4,Express Yourself,Madonna,1989,80s,Female,"Pop, Dance-Pop, Adult Contemporary",,,,,,Express YourselfMadonna
4,Falling,Staind,2005,2000s,Male,"Rock, Hard Rock, Alternative Rock, Heavy Metal, Alternative Metal",,,,,,FallingStaind
4,Fame,Irene Cara,1980,80s,Female,"Pop, Dance-Pop, Adult Contemporary, Disco",,,,,,FameIrene Cara
4,Fire!,Arthur Brown,1986,80s,Male,"Rock, Psychedelic Rock, Progressive Rock, Electronic",,,,,,Fire!Arthur Brown
4,Firework,Katy Perry,2010,2010s,Female,"Pop, Dance-Pop, Teen Pop, Pop Rock",,,,4th-of-july,Fireworks,FireworkKaty Perry
4,Flies on the Butter (You Can't Go Home Again),Wynonna & Naomi Judd,1998,90s,Female,Country,,,,,,Flies on the Butter (You Can't Go Home Again)Wynonna & Naomi Judd
4,Flirtin' With Disaster,Molly Hatchet,1979,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock, Southern Rock",,,,,,Flirtin' With DisasterMolly Hatchet
4,Fly Away,Lenny Kravitz,1998,90s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,Fly AwayLenny Kravitz
4,Fooled Around and Fell in Love,Elvin Bishop,1977,70s,Male,"Blues, Blues Rock, Country Rock, Southern Rock",,,,,,Fooled Around and Fell in LoveElvin Bishop
4,Shout,The Isley Brothers,1979,70s,Male,"Soul, Funk, Rock",Group Songs,,,,,ShoutThe Isley Brothers
4,Forever,Chris Brown,2008,2000s,Male,"Pop, R&B, Contemporary R&B, Hip-Hop, Pop Rap",,,,,,ForeverChris Brown
4,FourFiveSeconds,"Rihanna, Kanye West & Paul McCartney",2015,2010s,Mixed,Pop,,,,,,"FourFiveSecondsRihanna, Kanye West & Paul McCartney"
4,Foxtrot Uniform Charlie Kilo,Bloodhound Gang,2005,2000s,Male,"Rock, Alternative Rock, Alternative Metal, Punk",,,,,,Foxtrot Uniform Charlie KiloBloodhound Gang
4,Fully Alive,Flyleaf,2005,2000s,Female,"Blues, Hard Rock, Alternative Metal, Alternative Rock",,,,,,Fully AliveFlyleaf
4,G.u.y.,Lady Gaga,2013,2010s,Female,"Pop, Dance-Pop, Electropop",,,,,,G.u.y.Lady Gaga
4,Gecko (Overdrive),Oliver Heldens & Becky Hill,2014,2010s,Mixed,"Pop, Electronic, House",,,,,,Gecko (Overdrive)Oliver Heldens & Becky Hill
4,Geronimo,Sheppard,2014,2010s,,"Pop, Indie Pop, Pop Rock",,,,,,GeronimoSheppard
4,"Get Outta My Dreams, Get Into My Car",Billy Ocean,1988,80s,Male,"Pop, Dance-Pop, Soul, Rock",,,,,,"Get Outta My Dreams, Get Into My CarBilly Ocean"
4,Get together,Youngbloods,1989,80s,Male,,,,,,,Get togetherYoungbloods
4,Getting Away With Murder,Papa Roach,2004,2000s,Male,"Pop, Pop Rock, Hard Rock, Alternative Metal, Nu Metal, Alternative Rock",,,,,,Getting Away With MurderPapa Roach
4,Give a Little Love,The Judds,1988,80s,Female,Country,,,,,,Give a Little LoveThe Judds
4,Give Your Heart a Break,Demi Lovato,2011,2010s,Female,"Pop, Dance-Pop, Teen Pop",,,,,,Give Your Heart a BreakDemi Lovato
4,Glorious,Foxes,2012,2010s,Female,"Pop, Electronic, Dance",,,,,,GloriousFoxes
4,Glow,Ella Henderson,2014,2010s,Female,Pop,,,,,,GlowElla Henderson
4,Go Rest High on That Mountain,Vince Gill,1994,90s,Male,"Country, Americana, Pop, Rock",,,,,,Go Rest High on That MountainVince Gill
4,Gold Lion,Yeah Yeah Yeahs,2006,2000s,Female,"Rock, Alternative Rock, Indie Rock, Garage Rock",,,,,,Gold LionYeah Yeah Yeahs
4,Good Hearted Woman,Willie Nelson & Waylon Jennings,1976,70s,Male,Country,,,,,,Good Hearted WomanWillie Nelson & Waylon Jennings
4,Good Morning Beautiful,Steve Holy,2000,2000s,Male,Country,,,,,,Good Morning BeautifulSteve Holy
4,Goody Goody,Frankie Lymon & The Teenagers,1989,80s,Male,,,,,,,Goody GoodyFrankie Lymon & The Teenagers
4,Grandma,Gretchen Wilson,2013,2010s,Female,Country,,with vocals,,,,GrandmaGretchen Wilson
4,Gravity,Sara Bareilles,2004,2000s,Female,"Pop, Indie Pop, Pop Rock, Soft Rock, Folk Pop, Singer-Songwriter",,,,,,GravitySara Bareilles
4,Groove Is in the Heart,Deee-Lite,1990,90s,Female,"Pop, Dance-Pop, Dance, House",,,One-Hit Wonder,,,Groove Is in the HeartDeee-Lite
4,Guerrilla Radio,Rage Against The Machine,1999,90s,Male,"Hip-Hop, Hard Rock, Metal, Alternative Metal, Alternative Rock",,,,,,Guerrilla RadioRage Against The Machine
4,Guilty Conscience,Eminem,1998,90s,Male,"Hip-Hop, Pop Rap, Trap",,,,,,Guilty ConscienceEminem
4,Gypsy Road,Cinderella,1991,90s,Male,"Rock, Hard Rock, Glam Metal",,,,,,Gypsy RoadCinderella
4,Hacer el Amor con Otro,Alejandra Guzmán,1991,90s,Female,Latin,,,,,,Hacer el Amor con OtroAlejandra Guzmán
4,Hair of the Dog,Nazareth,1995,90s,Male,"Rock, Soft Rock, Classic Rock, Hard Rock",,,,,,Hair of the DogNazareth
4,Hands on You,Florida Georgia Line,2013,2010s,Male,"Country, Contemporary Country, Country Pop",,with vocals,,,,Hands on YouFlorida Georgia Line
4,Hard to Say I'm Sorry,Chicago,1982,80s,Male,"Pop, Pop Rock, Soft Rock, Classic Rock",,,,,,Hard to Say I'm SorryChicago
4,Hate to Say I Told You So,The Hives,2000,2000s,Male,"Rock, Alternative Rock, Indie Rock, Garage Rock, Punk",,,,,,Hate to Say I Told You SoThe Hives
4,Have a Nice Day,Bon Jovi,2005,2000s,Male,"Rock, Classic Rock, Hard Rock, Pop",,,Dad Rock,,,Have a Nice DayBon Jovi
4,Have I Told You Lately,Rod Stewart,1991,90s,Male,"Pop, Adult Contemporary, Soft Rock, Hard Rock",,,,,,Have I Told You LatelyRod Stewart
4,Have Yourself a Merry Little Christmas,Tony Bennett,1968,60s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz, Blues, Holiday",,,,,,Have Yourself a Merry Little ChristmasTony Bennett
4,He Ain't Heavy... He's My Brother,The Hollies,1969,60s,Male,"Pop, Pop Rock, Soft Rock",,,,,,He Ain't Heavy... He's My BrotherThe Hollies
4,He Gets That from Me,Reba McEntire,2004,2000s,Female,"Country, Contemporary Country, Country Pop",,,,,,He Gets That from MeReba McEntire
4,Heading Out to the Highway,Judas Priest,1982,80s,Male,"Rock, Hard Rock, Heavy Metal, Metal",,,,,,Heading Out to the HighwayJudas Priest
4,Headlights,Eminem feat. Nate Ruess,2013,2010s,Male,"Hip-Hop, Pop Rap",,Clean,,,,HeadlightsEminem feat. Nate Ruess
4,Heard It in a Love Song,Marshall Tucker Band,1977,70s,Male,"Rock, Classic Rock, Southern Rock",,,,,,Heard It in a Love SongMarshall Tucker Band
4,Heart and Soul,Twin Atlantic,2014,2010s,,"Rock, Alternative Rock",,,,,,Heart and SoulTwin Atlantic
4,Heart in a Cage,The Strokes,2005,2000s,Male,"Rock, Alternative Rock, Indie Rock, Garage Rock, Punk",,with vocals,,,,Heart in a CageThe Strokes
4,Heartbreak Station,Cinderella,1991,90s,Male,"Rock, Hard Rock, Glam Metal",,,,,,Heartbreak StationCinderella
4,Hearts on Fire,Passenger,2014,2010s,Male,"Pop, Indie Pop, Indie Folk, Singer-Songwriter, Alternative Rock, Indie Rock",,,,,,Hearts on FirePassenger
4,Heat Wave,Martha and the Vandellas,1963,60s,Female,"Soul, R&B, Motown",,,,,,Heat WaveMartha and the Vandellas
4,Heavy,Collective Soul,1999,90s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock, Industrial Rock",,,,,,HeavyCollective Soul
4,Hell's Comin' with Me,Poor Man's Poison,2016,2010s,Male,"Rock, Alternative Rock",,,,,,Hell's Comin' with MePoor Man's Poison
4,Here Comes the Hotstepper,Ini Kamoze,1996,90s,Male,Reggae,,,,,,Here Comes the HotstepperIni Kamoze
4,Here Comes the Rain Again,Eurythmics,1983,80s,Female,"Pop, Dance-Pop, Pop Rock, Art Pop",,,,,,Here Comes the Rain AgainEurythmics
4,Here Comes the Sun,The Beatles,1969,60s,Male,"Pop, Pop Rock, Classic Rock, Britpop",,,,,,Here Comes the SunThe Beatles
4,Here You Come Again,Dolly Parton,1977,70s,Female,"Country, Country Rock, Americana, Outlaw Country, Bluegrass",,,,,,Here You Come AgainDolly Parton
4,Hey Joe,Jimi Hendrix,1973,70s,Male,"Rock, Classic Rock, Hard Rock, Blues Rock, Psychedelic Rock",,,Dad Rock,,,Hey JoeJimi Hendrix
4,Hips Don't Lie,Shakira ft. Wyclef Jean,2014,2010s,Mixed,"Pop, Latin",,,,,,Hips Don't LieShakira ft. Wyclef Jean
4,Hitchin' a Ride,Vanity Fare,1969,60s,Male,"Pop, Pop Rock",,,,,,Hitchin' a RideVanity Fare
4,Hold Me,K.T. Oslin,1988,80s,Female,Country,,,,,,Hold MeK.T. Oslin
4,Hold on Loosely,38 Special,1980,80s,Male,"Pop, Pop Rock, Classic Rock, Southern Rock",,,,,,Hold on Loosely38 Special
4,Holding onto Heaven,Foxes,2013,2010s,Female,"Pop, Electropop, Rock, Electronic",,,,,,Holding onto HeavenFoxes
4,Home,Three Days Grace,2003,2000s,Male,"Rock, Hard Rock, Grunge, Alternative Rock, Alternative Metal",,,,,,HomeThree Days Grace
4,Home for a Rest,Spirit of the West,1990,90s,,"Rock, Pop Rock, Alternative Rock, Folk",,,,,,Home for a RestSpirit of the West
4,Homegrown,Zac Brown Band,2015,2010s,Male,"Country, Contemporary Country, Modern Country, Americana",,,,,,HomegrownZac Brown Band
4,Homewrecker,Gretchen Wilson,2004,2000s,Female,"Country, Contemporary Country, Modern Country, Country Rock, Alternative Rock",,,,,,HomewreckerGretchen Wilson
4,Honky Tonk Flame,Tyler Childers,2017,2010s,Male,"Country, Alt-Country, Americana",,,,,,Honky Tonk FlameTyler Childers
4,Hot,Avril Lavigne,2007,2000s,Female,"Pop, Teen Pop, Pop Rock, Post-Grunge",,,,,,HotAvril Lavigne
4,How 'Bout You,Eric Church,2006,2000s,Male,"Country, Contemporary Country, Modern Country",,,,,,How 'Bout YouEric Church
4,How Do You Talk to an Angel,The Heights,1992,90s,Male,Pop,,,,,,How Do You Talk to an AngelThe Heights
4,How Forever Feels,Kenny Chesney,1999,90s,Male,"Country, Country Pop",,,,,,How Forever FeelsKenny Chesney
4,How Will I Know,Whitney Houston,1985,80s,Female,"Pop, Dance-Pop, Adult Contemporary, R&B, Contemporary R&B, Hip-Hop",,,,,,How Will I KnowWhitney Houston
4,Hunger Strike,Pearl Jam,1992,90s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock",,,,,,Hunger StrikePearl Jam
4,Hungry Eyes,Eric Carmen,1987,80s,Male,"Pop, Pop Rock, Classic Rock, New Wave",,,,,,Hungry EyesEric Carmen
4,Hurry Home,Jason Michael Carroll,2009,2000s,Male,Country,,,,,,Hurry HomeJason Michael Carroll
4,(I Can't Get No) Satisfaction,The Rolling Stones,1966,60s,Male,"Rock, Pop Rock, Classic Rock, Blues Rock, Blues",,,,,,(I Can't Get No) SatisfactionThe Rolling Stones
4,I Don't Care,Cheryl,2014,2010s,Female,"Pop, Dance-Pop",,,,,,I Don't CareCheryl
4,I Don't Need Your Rockin' Chair,George Jones,1994,90s,Male,"Country, Americana, Outlaw Country",,,,,,I Don't Need Your Rockin' ChairGeorge Jones
4,I Go Crazy,Paul Davis,1977,70s,Male,"Pop, Soft Rock, Classic Rock",,,,,,I Go CrazyPaul Davis
4,I Kissed a Girl,Jill Sobule,1995,90s,Female,"Pop, Singer-Songwriter, Alternative Rock, Indie Rock",,,,,,I Kissed a GirlJill Sobule
4,I Knew I Loved You,Savage Garden,1999,90s,Male,"Pop, Dance-Pop, Pop Rock, Alternative Rock",,,,,,I Knew I Loved YouSavage Garden
4,I Like Beer,Tom T. Hall,1975,70s,Male,"Country, Country Pop",,,,,,I Like BeerTom T. Hall
4,I Love a Rainy Night,Eddie Rabbitt,1979,70s,Male,Country,,,,,,I Love a Rainy NightEddie Rabbitt
