popularity,title,artist,year,decade,original_vocal,categories,social_singing,version,vibe_tag,theme_tag,theme_labels,songID
940,Picture,Kid Rock & Sheryl Crow,2002,2000s,Mixed,"Country, Country Rock, Pop Rock",Duets,,,,,PictureKid Rock & Sheryl Crow
782,Amarillo by Morning,George Strait,1982,80s,Male,Country,,,,,,Amarillo by MorningGeorge Strait
758,Before He Cheats,Carrie Underwood,2005,2000s,Female,"Country, Country Pop",,,Breakup Anthem,,,Before He CheatsCarrie Underwood
754,Give Me One Reason,Tracy Chapman,1995,90s,Female,"Blues, Folk Rock, Singer-Songwriter",,,,,,Give Me One ReasonTracy Chapman
679,Black Velvet,Alannah Myles,1989,80s,Female,"Rock, Blues Rock, Classic Rock",,,One-Hit Wonder,,,Black VelvetAlannah Myles
603,Ol' Red,Blake Shelton,2001,2000s,Male,Country,,,,,,Ol' RedBlake Shelton
598,Tennessee Whiskey,Chris Stapleton,2012,2010s,Male,"Country, Soul, Blues, Southern Rock",,,,,,Tennessee WhiskeyChris Stapleton
589,Black Horse & the Cherry Tree,KT Tunstall,2004,2000s,Female,"Pop, Adult Contemporary, Singer-Songwriter, Alternative Rock",,,,,,Black Horse & the Cherry TreeKT Tunstall
583,Kryptonite,3 Doors Down,1997,90s,Male,"Rock, Alternative Rock, Post-Grunge",,,Dad Rock,,,Kryptonite3 Doors Down
569,Killing Me Softly With His Song,Fugees,1999,90s,Mixed,"R&B, Contemporary R&B, Hip-Hop",,,,,,Killing Me Softly With His SongFugees
567,Folsom Prison Blues,Johnny Cash,1969,60s,Male,"Country, Rock & Roll, Blues, Outlaw Country",,,,,,Folsom Prison BluesJohnny Cash
1,Alexander Hamilton,Lin-Manuel Miranda & Original Broadway Cast of Hamilton,2015,2010s,,"Hip-Hop, Musical Theatre, Show Tune, Soundtrack",Group Songs,,,,,Alexander HamiltonLin-Manuel Miranda & Original Broadway Cast of Hamilton
547,Creep,Radiohead,1993,90s,Male,"Rock, Alternative Rock, Britpop",,Radio,,,,CreepRadiohead
541,Shallow,Lady Gaga & Bradley Cooper,2018,2010s,Mixed,"Pop, Pop Rock, Country Pop, Soundtrack",Duets,,Diva Moment,,,ShallowLady Gaga & Bradley Cooper
539,Feeling Good,Michael Bublé,2005,2000s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,,,Feeling GoodMichael Bublé
539,Just Breathe,Pearl Jam,2009,2000s,Male,"Rock, Folk Rock, Acoustic Rock",,,,,,Just BreathePearl Jam
537,Cocaine Country Dancing,Paul Cauthen,2019,2010s,Male,"Country, Alt-Country, Americana",,,,,,Cocaine Country DancingPaul Cauthen
501,All of You,Encanto Cast,2021,2020s,Female,"Latin, Latin Pop, Musical Theatre, Show Tune, Disney, Soundtrack",Group Songs,,,,,All of YouEncanto Cast
522,These Boots Are Made for Walkin',Nancy Sinatra,1966,60s,Female,"Pop, Pop Rock",,,Breakup Anthem,,,These Boots Are Made for Walkin'Nancy Sinatra
518,Black Sheep,Metric,2010,2010s,Female,"Rock, Indie Rock",,Soundtrack; Scott Pilgrim vs. The World; Brie Larson vocal,,,,Black SheepMetric
507,I Don't Care,Fall Out Boy,2008,2000s,Male,"Rock, Pop Rock, Alternative Rock, Pop Punk, Emo",,,,,,I Don't CareFall Out Boy
503,Take It All,Adele,2011,2010s,Female,"Pop, Dance-Pop, Soul, R&B",,,,,,Take It AllAdele
502,Manchild,Sabrina Carpenter,2025,2020s,Female,"Pop, Dance-Pop, Electropop",,,,,,ManchildSabrina Carpenter
502,Monsters,Shinedown,2018,2010s,Male,"Pop, Pop Rock, Hard Rock, Metal, Alternative Metal, Post-Grunge",,,,,,MonstersShinedown
502,Picture You,Chappell Roan,2023,2020s,Female,"Pop, Dance-Pop, Electropop, Synth-Pop, Indie Pop, Pop Rock",,,,,,Picture YouChappell Roan
501,23,Chayce Beckham,2021,2020s,Male,"Country, Contemporary Country",,,,,,23Chayce Beckham
43,All Star,Smash Mouth,1997,90s,Male,"Rock, Pop Rock, Alternative Rock, Pop Punk",Group Songs,,Guilty Pleasure,,,All StarSmash Mouth
501,Back in the Saddle,Luke Combs,2025,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Back in the SaddleLuke Combs
501,Bang!,AJR,2020,2020s,Male,"Pop, Electropop, Indie Pop",,,,,,Bang!AJR
501,Be by You,Luke Combs,2026,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Be by YouLuke Combs
501,Bitin' List,Tyler Childers,2025,2020s,Male,"Country, Alt-Country, Americana",,,,,,Bitin' ListTyler Childers
501,Days Like These,Luke Combs,2025,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Days Like TheseLuke Combs
501,Dinosaur,Hank Williams Jr.,1980,80s,Male,"Country, Americana, Outlaw Country",,,,,,DinosaurHank Williams Jr.
501,Drunken Lullabies,Flogging Molly,2002,2000s,Male,"Folk, Folk Rock, Punk, Punk Rock",,,,,,Drunken LullabiesFlogging Molly
501,Oh My God,Adele,2021,2020s,Female,"Pop, Dance-Pop, Jazz, Soul, Electronic",,,,,,Oh My GodAdele
501,Rattlesnake Preacher,Ashley McBryde,2025,2020s,Female,"Country, Contemporary Country, Country Pop, Country Rock",,,,,,Rattlesnake PreacherAshley McBryde
501,"Red, White & Pink-Slip Blues",Hank Williams Jr.,2009,2000s,Male,"Country, Americana, Outlaw Country, Southern Rock, Singer-Songwriter",,,,4th-of-july,Red White & Blue,"Red, White & Pink-Slip BluesHank Williams Jr."
501,Rocks Off,The Rolling Stones,1990,90s,Male,"Rock, Classic Rock",,,Dad Rock,,,Rocks OffThe Rolling Stones
501,Something Just Like This,Coldplay and The Chainsmokers,2017,2010s,Male,"Pop, Electropop, Electronic, House, Electro House",,Tokyo remix,,,,Something Just Like ThisColdplay and The Chainsmokers
501,Surface Pressure,Encanto Cast,2021,2020s,Female,"Pop, Musical Theatre, Show Tune, Disney, Soundtrack",,Soundtrack,,,,Surface PressureEncanto Cast
501,Teeth,Lady Gaga,2009,2000s,Female,"Pop, Dance-Pop, Electropop, Pop Rock",,,,,,TeethLady Gaga
501,Waiting on a Miracle,Encanto Cast,2021,2020s,Female,"Latin, Latin Pop, Musical Theatre, Show Tune, Disney, Soundtrack",,Soundtrack,,,,Waiting on a MiracleEncanto Cast
501,Way Less Sad,AJR,2021,2020s,Male,"Pop, Indie Pop",,,,,,Way Less SadAJR
295,Bad Moon Rising,Creedence Clearwater Revival,1990,90s,Male,"Rock, Folk Rock, Classic Rock, Blues Rock",Group Songs,,Dad Rock,,,Bad Moon RisingCreedence Clearwater Revival
501,What Else Can I Do,Encanto Cast,2021,2020s,Female,"Latin, Latin Pop, Musical Theatre, Show Tune, Disney, Soundtrack",,Soundtrack,,,,What Else Can I DoEncanto Cast
501,wish you were gay,Billie Eilish,2019,2010s,Female,"Pop, Dance-Pop, Indie Pop, Contemporary R&B",,,,,,wish you were gayBillie Eilish
500,365 Days,ZZ Ward,2012,2010s,Female,"Pop, Blues, R&B",,,,,,365 DaysZZ Ward
500,Animal,Neon Trees,2010,2010s,Male,"Rock, Alternative Rock, Indie Rock",,,,,,AnimalNeon Trees
500,Be Her,Ella Langley,2026,2020s,Female,"Country, Contemporary Country, Country Pop",,,,,,Be HerElla Langley
500,Big Bad Handsome Man,Imelda May,2008,2000s,Female,"Jazz, Blues",,,,,,Big Bad Handsome ManImelda May
500,California Sober,Billy Strings,2024,2020s,Male,"Country, Alt-Country, Americana, Bluegrass",,,,,,California SoberBilly Strings
500,Can't Blame a Girl for Trying,Sabrina Carpenter,2014,2010s,Female,"Pop, Dance-Pop, Teen Pop",,,,,,Can't Blame a Girl for TryingSabrina Carpenter
500,Cosmic Love,Florence + The Machine,2009,2000s,Female,"Pop, Indie Pop, Pop Rock, Folk Pop, Singer-Songwriter",,,,,,Cosmic LoveFlorence + The Machine
500,Crazed Country Rebel,Hank Williams III,2004,2000s,Male,Country,,,,,,Crazed Country RebelHank Williams III
500,Crush,Tessa Violet,2018,2010s,Female,"Pop, Electropop, Indie Pop, Contemporary R&B, Folk Pop, Singer-Songwriter",,,,,,CrushTessa Violet
500,Do You Sleep?,Lisa Loeb,1996,90s,Female,"Rock, Pop Rock",,,,,,Do You Sleep?Lisa Loeb
500,Dollar Bill Bar,Sierra Ferrell,2024,2020s,Female,"Country, Contemporary Country, Alt-Country, Americana, Singer-Songwriter",,,,,,Dollar Bill BarSierra Ferrell
500,Dreams,Brandi Carlile,2009,2000s,Female,"Pop, Folk, Folk Rock, Singer-Songwriter",,,,,,DreamsBrandi Carlile
500,Fall in Love,Bailey Zimmerman,2022,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Fall in LoveBailey Zimmerman
500,Fall Into Me,Forest Blakk,2021,2020s,Male,,,,,,,Fall Into MeForest Blakk
500,Guy What Takes His Time,Christina Aguilera,2010,2010s,Female,"Pop, Dance-Pop, Electropop, Teen Pop, Rock",,,,,,Guy What Takes His TimeChristina Aguilera
500,Hate Me,P!nk,2023,2020s,Female,"Pop, Dance-Pop, Pop Rock",,,,,,Hate MeP!nk
500,Holy Smokes,Bailey Zimmerman,2024,2020s,Male,"Country, Contemporary Country",,,,,,Holy SmokesBailey Zimmerman
500,I Choose You,Forest Blakk,2023,2020s,Male,"Pop, Adult Contemporary, Singer-Songwriter",,,,,,I Choose YouForest Blakk
500,Juno,Sabrina Carpenter,2024,2020s,Female,"Pop, Dance-Pop, Electropop",,,,,,JunoSabrina Carpenter
500,Lil Darlin,ZZ Ward,2012,2010s,Female,"Blues, R&B",,,,,,Lil DarlinZZ Ward
500,Long Hot Summer Day,Turnpike Troubadours,2009,2000s,Male,"Country, Country Rock, Alt-Country, Americana, Red Dirt",,,,4th-of-july,"Summer Cookout, Country Roads",Long Hot Summer DayTurnpike Troubadours
500,Lost,Bailey Zimmerman,2025,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,LostBailey Zimmerman
500,Lost on You,LP,2015,2010s,Male,Pop,,,,,,Lost on YouLP
500,Missin' You Like This,Post Malone,2024,2020s,Male,"R&B, Hip-Hop, Pop Rap, Trap, Country",,,,,,Missin' You Like ThisPost Malone
500,Old Town Road (remix),Lil Nas X,2019,2010s,Male,"Pop, Country",,,,,,Old Town Road (remix)Lil Nas X
500,Ooh LA LA,Run the Jewels feat. Greg Nice & DJ Premier,2020,2020s,Male,Hip-Hop,,,,,,Ooh LA LARun the Jewels feat. Greg Nice & DJ Premier
500,Red Right Hand,Nick Cave,1994,90s,Male,"Folk, Singer-Songwriter, Alternative Rock, Art Pop",,,,,,Red Right HandNick Cave
500,Rock and a Hard Place,Bailey Zimmerman,2022,2020s,Male,"Country, Contemporary Country, Country Pop",,,,,,Rock and a Hard PlaceBailey Zimmerman
500,So Easy (to Fall in Love),Olivia Dean,2025,2020s,Female,Pop,,,,,,So Easy (to Fall in Love)Olivia Dean
500,Taking Water,Billy Strings,2019,2010s,Male,"Country, Alt-Country, Americana, Bluegrass",,,,,,Taking WaterBilly Strings
500,The Great Divide,Luke Combs,2021,2020s,Male,"Country, Contemporary Country, Country Pop, Bluegrass",Duets,,,,,The Great DivideLuke Combs
500,The Man I Need,Olivia Dean,2023,2020s,Female,"Pop, Soul",,,,,,The Man I NeedOlivia Dean
500,The Taste of Ink,The Used,2002,2000s,Male,"Rock, Alternative Rock, Pop Punk, Emo",,,,,,The Taste of InkThe Used
500,vampire,Olivia Rodrigo,2023,2020s,Female,"Pop, Alt-Pop, Pop Rock, Singer-Songwriter",,,,,,vampireOlivia Rodrigo
500,Weeping Willow,Warren Zeiders,2023,2020s,Male,"Country, Contemporary Country",,,,,,Weeping WillowWarren Zeiders
500,Where It Ends,Bailey Zimmerman,2022,2020s,Male,"Country, Contemporary Country",,,,,,Where It EndsBailey Zimmerman
500,Year 3000,Jonas Brothers,2006,2000s,Male,"Pop, Dance-Pop, Teen Pop, Pop Rock",,,Boy Band,,,Year 3000Jonas Brothers
500,You're Gonna Make Me Lonesome When You Go,Miley Cyrus,2012,2010s,Female,"Pop, Dance-Pop, Folk, Folk Rock",,,,,,You're Gonna Make Me Lonesome When You GoMiley Cyrus
500,Leave a Light On,Papa Roach,2022,2020s,Male,"Pop, Pop Rock, Hard Rock, Alternative Metal, Nu Metal, Alternative Rock",,,,,,Leave a Light OnPapa Roach
500,Stay (I Missed You),Lisa Loeb,1998,90s,Female,"Rock, Pop Rock",,,,,,Stay (I Missed You)Lisa Loeb
13,Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,2014,2010s,Female,Pop,Group Songs,with vocals,,,,Bang BangJessie J & Ariana Grande & Nicki Minaj
472,Dreams,Fleetwood Mac,1977,70s,Female,"Pop, Pop Rock, Adult Contemporary, Classic Rock",,,,,,DreamsFleetwood Mac
471,Turn the Page,Bob Seger & The Silver Bullet Band,1976,70s,Male,"Pop, Classic Rock, Heartland Rock, Blues Rock",,,Dad Rock,,,Turn the PageBob Seger & The Silver Bullet Band
465,Basket Case,Green Day,1994,90s,Male,"Rock, Alternative Rock, Pop, Punk, Pop Punk",,,,,,Basket CaseGreen Day
448,In Hell I'll Be in Good Company,The Dead South,2014,2010s,Male,"Country, Alt-Country, Americana, Bluegrass, Folk",,,,,,In Hell I'll Be in Good CompanyThe Dead South
445,Crazy,Patsy Cline,1961,60s,Female,"Country, Americana, Outlaw Country",,,,,,CrazyPatsy Cline
436,Glycerine,Bush,1994,90s,Male,"Rock, Hard Rock, Grunge, Post-Grunge, Alternative Rock",,,,,,GlycerineBush
432,Inside Out,Eve 6,1998,90s,Male,"Rock, Alternative Rock",,,,,,Inside OutEve 6
415,Valerie (feat. Amy Winehouse),Mark Ronson,2007,2000s,Female,"Pop, Soul",,,,,,Valerie (feat. Amy Winehouse)Mark Ronson
409,Save Me,Jelly Roll,2020,2020s,Male,"Hip-Hop, Country",,,,,,Save MeJelly Roll
378,Something in the Orange,Zach Bryan,2022,2020s,Male,"Country, Alt-Country, Americana",,,,,,Something in the OrangeZach Bryan
378,The Sound of Silence,Disturbed,2015,2010s,Male,"Pop, Hard Rock, Metal, Alternative Metal, Nu Metal",,,,,,The Sound of SilenceDisturbed
376,Bitch,Meredith Brooks,1997,90s,Female,"Rock, Pop Rock, Alternative Rock",,,One-Hit Wonder,,,BitchMeredith Brooks
374,Sold (the Grundy County Auction Incident),John Michael Montgomery,1995,90s,Male,"Country, Country Pop, Bluegrass",,,,,,Sold (the Grundy County Auction Incident)John Michael Montgomery
372,Zombie,The Cranberries,1994,90s,Female,"Rock, Pop Rock, Hard Rock, Alternative Rock, Indie Rock",,,,,,ZombieThe Cranberries
369,Jolene,Dolly Parton,1975,70s,Female,"Country, Country Pop, Americana, Outlaw Country, Bluegrass",,,,,,JoleneDolly Parton
367,Strawberry Wine,Deana Carter,1996,90s,Female,"Country, Country Pop, Country Rock",,,,,,Strawberry WineDeana Carter
367,Under the Bridge,Red Hot Chili Peppers,1991,90s,Male,"Rock, Pop Rock, Hard Rock, Alternative Rock",,,,,,Under the BridgeRed Hot Chili Peppers
363,Highwayman,"The Highwaymen (Johnny Cash, Waylon Jennings, Willie Nelson, and Kris Kristofferson)",1985,80s,Male,"Country, Americana, Outlaw Country",,,,,,"HighwaymanThe Highwaymen (Johnny Cash, Waylon Jennings, Willie Nelson, and Kris Kristofferson)"
362,Feathered Indians,Tyler Childers,2017,2010s,Male,"Country, Alt-Country, Americana",,,,,,Feathered IndiansTyler Childers
1,Be a Light,"Thomas Rhett feat. Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",2020,2020s,Mixed,"Country, Contemporary Country",Group Songs,,,,,"Be a LightThomas Rhett feat. Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban"
357,Mama's Broken Heart,Miranda Lambert,2011,2010s,Female,"Country, Contemporary Country, Modern Country, Country Pop, Rock",,,Breakup Anthem,,,Mama's Broken HeartMiranda Lambert
356,Jackson,Johnny Cash & June Carter,1967,60s,Mixed,"Country, Country Rock, Americana, Pop",Duets,,,,,JacksonJohnny Cash & June Carter
356,Rhiannon,Fleetwood Mac,1980,80s,Female,"Rock, Classic Rock",,,Dad Rock,,,RhiannonFleetwood Mac
353,Bohemian Rhapsody,Queen,1976,70s,Male,"Rock, Pop Rock, Classic Rock, Hard Rock",Group Songs,,Dad Rock,may-the-4th,,Bohemian RhapsodyQueen
352,Hallelujah,Rufus Wainwright,2001,2000s,Male,"Pop, Pop Rock",,,,,,HallelujahRufus Wainwright
350,Girl Crush,Little Big Town,2014,2010s,Female,"Country, Country Rock",,,,,,Girl CrushLittle Big Town
350,When I'm Gone,3 Doors Down,2000,2000s,Male,"Rock, Alternative Rock",,,Dad Rock,,,When I'm Gone3 Doors Down
348,Gunpowder and Lead,Miranda Lambert,2007,2000s,Female,"Country, Contemporary Country, Country Pop, Singer-Songwriter",,,,,,Gunpowder and LeadMiranda Lambert
341,Can't Help Falling in Love,Elvis Presley,1970,70s,Male,"Pop, Pop Rock, Country, Rock & Roll",,,,,,Can't Help Falling in LoveElvis Presley
340,Badfish,Sublime,1994,90s,Male,"Punk, Punk Rock, Ska, Alternative Rock, Reggae",,,,,,BadfishSublime
339,Neon Moon,Brooks & Dunn,1991,90s,Male,"Country, Country Pop",,,,,,Neon MoonBrooks & Dunn
338,Fly Me to the Moon,Frank Sinatra,1977,70s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,may-the-4th,,Fly Me to the MoonFrank Sinatra
336,Ain't No Rest for the Wicked,Cage the Elephant,2008,2000s,Male,"Rock, Folk Rock, Alternative Rock, Indie Rock, Garage Rock",,,,,,Ain't No Rest for the WickedCage the Elephant
335,Date Rape,Sublime,1991,90s,Male,"Punk, Punk Rock, Ska, Alternative Rock, Reggae",,,,,,Date RapeSublime
335,Your Song,Elton John,1970,70s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,,,,Your SongElton John
333,Dirty Laundry,Don Henley,1982,80s,Male,"Pop, Pop Rock, Singer-Songwriter, Classic Rock",,,Dad Rock,,,Dirty LaundryDon Henley
330,You Oughta Know,Alanis Morissette,1995,90s,Female,"Pop, Dance-Pop, Pop Rock, Alternative Rock",,,Breakup Anthem,,,You Oughta KnowAlanis Morissette
326,Get Rhythm,Johnny Cash,1978,70s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,,,Get RhythmJohnny Cash
3,Brenda Put Your Bra On,"Ashley McBryde, Caylee Hammack & Pillbox Patti",2022,2020s,Female,"Country, Contemporary Country, Country Pop, Country Rock, Americana",Group Songs,,,,,"Brenda Put Your Bra OnAshley McBryde, Caylee Hammack & Pillbox Patti"
315,S.o.b.,Nathaniel Rateliff & the Night Sweats,2015,2010s,Male,Pop,,,,,,S.o.b.Nathaniel Rateliff & the Night Sweats
315,The Devil Went Down to Georgia,The Charlie Daniels Band,1980,80s,Male,"Country, Country Rock, Bluegrass, Blues Rock",,,,,,The Devil Went Down to GeorgiaThe Charlie Daniels Band
309,Whose Bed Have Your Boots Been Under?,Shania Twain,1995,90s,Female,"Country, Country Pop, Rock",,,,,,Whose Bed Have Your Boots Been Under?Shania Twain
308,Fancy,Reba McEntire,1992,90s,Female,"Country, Country Pop",,,,,,FancyReba McEntire
307,Landslide,Fleetwood Mac,1975,70s,Female,"Pop, Pop Rock, Art Pop, Classic Rock",,,,,,LandslideFleetwood Mac
298,Clint Eastwood,Gorillaz,2000,2000s,Male,"Pop, Alternative Rock, Electronic",,,,,,Clint EastwoodGorillaz
297,Pinch Me,Barenaked Ladies,2000,2000s,Male,"Rock, Alternative Rock",,,,,,Pinch MeBarenaked Ladies
54,Brown Eyed Girl,Van Morrison,1990,90s,Male,"Folk, Folk Rock, Folk Pop, Singer-Songwriter",Group Songs,,,,,Brown Eyed GirlVan Morrison
295,Hurt,Johnny Cash,2002,2000s,Male,"Country, Contemporary Country, Alt-Country, Americana, Outlaw Country",,,,,,HurtJohnny Cash
292,Cowboy Casanova,Carrie Underwood,2009,2000s,Female,"Country, Contemporary Country, Modern Country, Country Pop",,,,,,Cowboy CasanovaCarrie Underwood
3,Brown Eyed Girl,Everclear,2000,2000s,Male,"Rock, Pop Rock, Alternative Rock",Group Songs,,,,,Brown Eyed GirlEverclear
291,One Way or Another,Blondie,1991,90s,Female,"Pop, Pop Rock, Disco, New Wave",,,,,,One Way or AnotherBlondie
288,Goodbye Earl,The Chicks (formerly The Dixie Chicks),1999,90s,Female,Country,,,,,,Goodbye EarlThe Chicks (formerly The Dixie Chicks)
286,Suds in the Bucket,Sara Evans,2003,2000s,Female,"Country, Contemporary Country, Country Pop, Alt-Country",,,,,,Suds in the BucketSara Evans
284,You Never Even Called Me by My Name,David Allan Coe,1975,70s,Male,"Country, Americana, Outlaw Country",,,,,,You Never Even Called Me by My NameDavid Allan Coe
280,Beautiful Crazy,Luke Combs,2016,2010s,Male,"Country, Contemporary Country, Country Pop",,,,,,Beautiful CrazyLuke Combs
277,Plush,Stone Temple Pilots,1992,90s,Male,"Rock, Hard Rock, Grunge, Alternative Rock, Indie Rock",,,,,,PlushStone Temple Pilots
274,My Way,Frank Sinatra,1969,60s,Male,"Pop, Traditional Pop, Vocal Jazz, Jazz",,,,,,My WayFrank Sinatra
274,The House of the Rising Sun,The Animals,1964,60s,Male,"Pop, Pop Rock, Classic Rock",,,,,,The House of the Rising SunThe Animals
272,...Baby One More Time,Britney Spears,1998,90s,Female,"Pop, Dance-Pop, Teen Pop, Rock",,,,,,...Baby One More TimeBritney Spears
270,Follow Me,Uncle Kracker,2000,2000s,Male,"Pop, Country, Hard Rock, Alternative Rock",,,,,,Follow MeUncle Kracker
269,Jack & Diane,John Cougar Mellencamp,1982,80s,Male,"Pop, Pop Rock, Americana, Folk Rock",,,Dad Rock,,,Jack & DianeJohn Cougar Mellencamp
269,Your Man,Josh Turner,2005,2000s,Male,"Country, Contemporary Country, Country Pop, Gospel",,,,,,Your ManJosh Turner
268,The Thunder Rolls,Garth Brooks,1990,90s,Male,"Country, Country Pop, Country Rock",,Extended,,,,The Thunder RollsGarth Brooks
266,Desperado,Eagles,1994,90s,Male,"Pop, Pop Rock, Classic Rock",,,Dad Rock,,,DesperadoEagles
262,You Were Meant for Me,Jewel,1994,90s,Female,"Pop, Folk, Singer-Songwriter, Alternative Rock",,,,,,You Were Meant for MeJewel
260,Me and Bobby McGee,Janis Joplin,1970,70s,Female,"Blues, Soul, Folk, Rock",,,,,,Me and Bobby McGeeJanis Joplin
258,A Country Boy Can Survive,Hank Williams Jr.,1981,80s,Male,"Country, Country Rock, Americana, Outlaw Country",,,,4th-of-july,Country Roads,A Country Boy Can SurviveHank Williams Jr.
258,Fuck Her Gently,Tenacious D,2001,2000s,Male,"Comedy, Novelty",,,,,,Fuck Her GentlyTenacious D
258,I Will Survive,Cake,1996,90s,Male,"Rock, Alternative Rock, Punk",,,,,,I Will SurviveCake
256,Zoot Suit Riot,Cherry Poppin' Daddies,1997,90s,Male,"Pop, Jazz, Rock",,,,,,Zoot Suit RiotCherry Poppin' Daddies
255,I'm Yours,Jason Mraz,2005,2000s,Male,"Pop, Pop Rock, Adult Contemporary",,,,,,I'm YoursJason Mraz
254,Any Man of Mine,Shania Twain,1995,90s,Female,"Country, Country Pop",,,,,,Any Man of MineShania Twain
253,Back to Black,Amy Winehouse,2006,2000s,Female,"Jazz, Soul, R&B, Contemporary R&B, Neo-Soul",,with vocals,Breakup Anthem,,,Back to BlackAmy Winehouse
253,Whiskey Lullaby,Brad Paisley & Alison Krauss,2003,2000s,Mixed,"Country, Contemporary Country, Country Pop, Americana, Folk",Duets,,,,,Whiskey LullabyBrad Paisley & Alison Krauss
252,In Color,Jamey Johnson,2008,2000s,Male,Country,,,,,,In ColorJamey Johnson
321,Summer Nights,Olivia Newton-John & John Travolta,1978,70s,Mixed,"Pop, Rock & Roll, Musical Theatre, Show Tune, Soundtrack",Duets,Alt Version; Grease Soundtrack,,4th-of-july,"Summer Cookout, Block Party",Summer NightsOlivia Newton-John & John Travolta
249,Walkin' After Midnight,Patsy Cline,1967,60s,Female,"Country, Americana, Outlaw Country, Gospel",,,,,,Walkin' After MidnightPatsy Cline
248,I Am a Man of Constant Sorrow,The Soggy Bottom Boys,2003,2000s,Male,"Country, Alt-Country, Americana",,,,,,I Am a Man of Constant SorrowThe Soggy Bottom Boys
1,Brown Eyed Girl,Reel Big Fish,2009,2000s,Male,"Rock, Punk, Ska, Reggae",Group Songs,,,,,Brown Eyed GirlReel Big Fish
248,Stay,Rihanna,2013,2010s,Female,"Pop, Dance-Pop, Electropop, R&B, Hip-Hop",,,,,,StayRihanna
247,Say It Ain't So,Weezer,1992,90s,Male,"Rock, Pop Rock, Alternative Rock, Emo",,,,,,Say It Ain't SoWeezer
242,Chicken Fried,Zac Brown Band,2005,2000s,Male,"Country, Modern Country, Pop",,,,4th-of-july,"Country Roads, Summer Cookout",Chicken FriedZac Brown Band
240,Big Balls,AC/DC,1976,70s,Male,"Rock, Classic Rock, Hard Rock, Alternative Rock, Art Pop",,,,,,Big BallsAC/DC
239,My Immortal,Evanescence,1998,90s,Female,"Rock, Alternative Rock, Pop",,,,,,My ImmortalEvanescence
239,No Diggity,Blackstreet,1997,90s,Male,"R&B, Contemporary R&B, Hip-Hop",Duets,,,,,No DiggityBlackstreet
238,God's Gonna Cut You Down,Johnny Cash,2006,2000s,Male,"Country, Alt-Country, Americana, Outlaw Country, Folk",,,,,,God's Gonna Cut You DownJohnny Cash
235,Hey Jealousy,Gin Blossoms,1989,80s,Male,"Rock, Alternative Rock",,,,,,Hey JealousyGin Blossoms
235,"If I Had $1,000,000",Barenaked Ladies,1992,90s,Male,"Rock, Pop Rock, Folk Rock, Alternative Rock, Folk Pop",,,,,,"If I Had $1,000,000Barenaked Ladies"
235,You and I,Lady Gaga,2010,2010s,Female,"Pop, Dance-Pop, Electropop, Pop Rock",,,Diva Moment,,,You and ILady Gaga
234,Redneck Woman,Gretchen Wilson,2004,2000s,Female,"Country, Contemporary Country, Country Rock, Alternative Rock",,,,,,Redneck WomanGretchen Wilson
233,Heartbreaker,Pat Benatar,1979,70s,Female,"Rock, Pop Rock, Classic Rock, Hard Rock",,,,,,HeartbreakerPat Benatar
231,Leader of the Band,Dan Fogelberg,1981,80s,Male,"Pop, Soft Rock, Folk, Folk Rock",,,,,,Leader of the BandDan Fogelberg
230,Drops of Jupiter (Tell Me),Train,2020,2020s,Male,"Rock, Pop Rock, Alternative Rock",,,,may-the-4th,,Drops of Jupiter (Tell Me)Train
229,I Love This Bar,Toby Keith,2003,2000s,Male,"Country, Contemporary Country, Country Pop",,,,,,I Love This BarToby Keith
229,Should've Been a Cowboy,Toby Keith,1993,90s,Male,"Country, Country Pop",,,,,,Should've Been a CowboyToby Keith
229,Blue,LeAnn Rimes,1993,90s,Female,"Country, Country Pop, Pop Rock",,,,,,BlueLeAnn Rimes
228,You Are My Sunshine,The Dead South,2021,2020s,Male,"Country, Alt-Country, Americana, Bluegrass, Folk",,,,,,You Are My SunshineThe Dead South
227,Ring of Fire,Johnny Cash,1981,80s,Male,"Country, Americana, Outlaw Country, Blues, Folk",,,,4th-of-july,"Fireworks, Country Roads",Ring of FireJohnny Cash
225,Like a Stone,Audioslave,2002,2000s,Male,"Rock, Hard Rock, Alternative Rock, Heavy Metal, Alternative Metal",,,,,,Like a StoneAudioslave
224,Much Too Young (to Feel This Damn Old),Garth Brooks,1986,80s,Male,"Country, Country Pop",,,,,,Much Too Young (to Feel This Damn Old)Garth Brooks
224,Pink Pony Club,Chappell Roan,2020,2020s,Female,"Pop, Dance-Pop, Synth-Pop",,,,,,Pink Pony ClubChappell Roan
224,Someone Like You,Adele,2010,2010s,Female,"Pop, Dance-Pop, Soul, R&B",,Live,"Diva Moment, Breakup Anthem",,,Someone Like YouAdele
